id,DCI,ATC,initiale_ATC,niveau_2,Name_Length,niveau_3,niveau_4,initiale_DCI,Longueur_ATC
11195,Bucillamine,M01CC,M,M01,11,M01C,M01CC,B,5
11196,Bucillamine,M01C,M,M01,11,M01C,M01C,B,4
11197,Bucillamine,M01,M,M01,11,M01,M01,B,3
11198,Bucillamine,M,M,M,11,M,M,B,1
11199,Nimorazole,P01AB,P,P01,10,P01A,P01AB,N,5
11200,Nimorazole,P01A,P,P01,10,P01A,P01A,N,4
11201,Nimorazole,P01,P,P01,10,P01,P01,N,3
11202,Nimorazole,P,P,P,10,P,P,N,1
11203,Gepirone,N06AX,N,N06,8,N06A,N06AX,G,5
11204,Gepirone,N06A,N,N06,8,N06A,N06A,G,4
11205,Gepirone,N06,N,N06,8,N06,N06,G,3
11206,Gepirone,N,N,N,8,N,N,G,1
11207,Faropenem,J01DI,J,J01,9,J01D,J01DI,F,5
11208,Faropenem,J01D,J,J01,9,J01D,J01D,F,4
11209,Faropenem,J01,J,J01,9,J01,J01,F,3
11210,Faropenem,J,J,J,9,J,J,F,1
11211,Landiolol,C07AB,C,C07,9,C07A,C07AB,L,5
11212,Landiolol,C07A,C,C07,9,C07A,C07A,L,4
11213,Landiolol,C07,C,C07,9,C07,C07,L,3
11214,Landiolol,C,C,C,9,C,C,L,1
11215,Bergapten,D05BA,D,D05,9,D05B,D05BA,B,5
11216,Bergapten,D05B,D,D05,9,D05B,D05B,B,4
11217,Bergapten,D05,D,D05,9,D05,D05,B,3
11218,Bergapten,D,D,D,9,D,D,B,1
11219,Canrenone,C03DA,C,C03,9,C03D,C03DA,C,5
11220,Canrenone,C03D,C,C03,9,C03D,C03D,C,4
11221,Canrenone,C03,C,C03,9,C03,C03,C,3
11222,Canrenone,C,C,C,9,C,C,C,1
11223,Edaravone,N07XX,N,N07,9,N07X,N07XX,E,5
11224,Edaravone,N07X,N,N07,9,N07X,N07X,E,4
11225,Edaravone,N07,N,N07,9,N07,N07,E,3
11226,Edaravone,N,N,N,9,N,N,E,1
11227,Triclabendazole,P02BX,P,P02,15,P02B,P02BX,T,5
11228,Triclabendazole,P02B,P,P02,15,P02B,P02B,T,4
11229,Triclabendazole,P02,P,P02,15,P02,P02,T,3
11230,Triclabendazole,P,P,P,15,P,P,T,1
11231,Tulobuterol,R03CC,R,R03,11,R03C,R03CC,T,5
11232,Tulobuterol,R03C,R,R03,11,R03C,R03C,T,4
11233,Tulobuterol,R03,R,R03,11,R03,R03,T,3
11234,Tulobuterol,R,R,R,11,R,R,T,1
11235,Moxaverine,A03AD,A,A03,10,A03A,A03AD,M,5
11236,Moxaverine,A03A,A,A03,10,A03A,A03A,M,4
11237,Moxaverine,A03,A,A03,10,A03,A03,M,3
11238,Moxaverine,A,A,A,10,A,A,M,1
11239,Fexinidazole,P01CA,P,P01,12,P01C,P01CA,F,5
11240,Fexinidazole,P01C,P,P01,12,P01C,P01C,F,4
11241,Fexinidazole,P01,P,P01,12,P01,P01,F,3
11242,Fexinidazole,P,P,P,12,P,P,F,1
11243,Brigatinib,L01XE,L,L01,10,L01X,L01XE,B,5
11244,Brigatinib,L01X,L,L01,10,L01X,L01X,B,4
11245,Brigatinib,L01,L,L01,10,L01,L01,B,3
11246,Brigatinib,L,L,L,10,L,L,B,1
11247,Polihexanide,D08AC,D,D08,12,D08A,D08AC,P,5
11248,Polihexanide,D08A,D,D08,12,D08A,D08A,P,4
11249,Polihexanide,D08,D,D08,12,D08,D08,P,3
11250,Polihexanide,D,D,D,12,D,D,P,1
11251,Propiverine,G04BD,G,G04,11,G04B,G04BD,P,5
11252,Propiverine,G04B,G,G04,11,G04B,G04B,P,4
11253,Propiverine,G04,G,G04,11,G04,G04,P,3
11254,Propiverine,G,G,G,11,G,G,P,1
11255,Nefopam,N02BG,N,N02,7,N02B,N02BG,N,5
11256,Nefopam,N02B,N,N02,7,N02B,N02B,N,4
11257,Nefopam,N02,N,N02,7,N02,N02,N,3
11258,Nefopam,N,N,N,7,N,N,N,1
11259,Doravirine,J05AR,J,J05,10,J05A,J05AR,D,5
11260,Doravirine,J05A,J,J05,10,J05A,J05A,D,4
11261,Doravirine,J05,J,J05,10,J05,J05,D,3
11262,Doravirine,J,J,J,10,J,J,D,1
11263,Dopexamine,C01CA,C,C01,10,C01C,C01CA,D,5
11264,Dopexamine,C01C,C,C01,10,C01C,C01C,D,4
11265,Dopexamine,C01,C,C01,10,C01,C01,D,3
11266,Dopexamine,C,C,C,10,C,C,D,1
11267,Benzbromarone,M04AB,M,M04,13,M04A,M04AB,B,5
11268,Benzbromarone,M04A,M,M04,13,M04A,M04A,B,4
11269,Benzbromarone,M04,M,M04,13,M04,M04,B,3
11270,Benzbromarone,M,M,M,13,M,M,B,1
11271,Eravacycline,J01AA,J,J01,12,J01A,J01AA,E,5
11272,Eravacycline,J01A,J,J01,12,J01A,J01A,E,4
11273,Eravacycline,J01,J,J01,12,J01,J01,E,3
11274,Eravacycline,J,J,J,12,J,J,E,1
11275,Rucaparib,L01XX,L,L01,9,L01X,L01XX,R,5
11276,Rucaparib,L01X,L,L01,9,L01X,L01X,R,4
11277,Rucaparib,L01,L,L01,9,L01,L01,R,3
11278,Rucaparib,L,L,L,9,L,L,R,1
11279,Carisbamate,N03AX,N,N03,11,N03A,N03AX,C,5
11280,Carisbamate,N03A,N,N03,11,N03A,N03A,C,4
11281,Carisbamate,N03,N,N03,11,N03,N03,C,3
11282,Carisbamate,N,N,N,11,N,N,C,1
11283,Temocillin,J01CR,J,J01,10,J01C,J01CR,T,5
11284,Temocillin,J01C,J,J01,10,J01C,J01C,T,4
11285,Temocillin,J01,J,J01,10,J01,J01,T,3
11286,Temocillin,J,J,J,10,J,J,T,1
11287,Velmanase alfa,A16AB,A,A16,14,A16A,A16AB,V,5
11288,Velmanase alfa,A16A,A,A16,14,A16A,A16A,V,4
11289,Velmanase alfa,A16,A,A16,14,A16,A16,V,3
11290,Velmanase alfa,A,A,A,14,A,A,V,1
11291,Polmacoxib,M01AH,M,M01,10,M01A,M01AH,P,5
11292,Polmacoxib,M01A,M,M01,10,M01A,M01A,P,4
11293,Polmacoxib,M01,M,M01,10,M01,M01,P,3
11294,Polmacoxib,M,M,M,10,M,M,P,1
11295,Bromperidol,N05AD,N,N05,11,N05A,N05AD,B,5
11296,Bromperidol,N05A,N,N05,11,N05A,N05A,B,4
11297,Bromperidol,N05,N,N05,11,N05,N05,B,3
11298,Bromperidol,N,N,N,11,N,N,B,1
11299,Iobitridol,V08AB,V,V08,10,V08A,V08AB,I,5
11300,Iobitridol,V08A,V,V08,10,V08A,V08A,I,4
11301,Iobitridol,V08,V,V08,10,V08,V08,I,3
11302,Iobitridol,V,V,V,10,V,V,I,1
11303,Gemigliptin,A10BH,A,A10,11,A10B,A10BH,G,5
11304,Gemigliptin,A10B,A,A10,11,A10B,A10B,G,4
11305,Gemigliptin,A10,A,A10,11,A10,A10,G,3
11306,Gemigliptin,A,A,A,11,A,A,G,1
11307,Nadifloxacin,D10AF,D,D10,12,D10A,D10AF,N,5
11308,Nadifloxacin,D10A,D,D10,12,D10A,D10A,N,4
11309,Nadifloxacin,D10,D,D10,12,D10,D10,N,3
11310,Nadifloxacin,D,D,D,12,D,D,N,1
11311,Omadacycline,J01AA,J,J01,12,J01A,J01AA,O,5
11312,Omadacycline,J01A,J,J01,12,J01A,J01A,O,4
11313,Omadacycline,J01,J,J01,12,J01,J01,O,3
11314,Omadacycline,J,J,J,12,J,J,O,1
11315,Ketanserin,C02KD,C,C02,10,C02K,C02KD,K,5
11316,Ketanserin,C02K,C,C02,10,C02K,C02K,K,4
11317,Ketanserin,C02,C,C02,10,C02,C02,K,3
11318,Ketanserin,C,C,C,10,C,C,K,1
11319,Levodropropizine,R05DB,R,R05,16,R05D,R05DB,L,5
11320,Levodropropizine,R05D,R,R05,16,R05D,R05D,L,4
11321,Levodropropizine,R05,R,R05,16,R05,R05,L,3
11322,Levodropropizine,R,R,R,16,R,R,L,1
11323,Taurolidine,B05CA,B,B05,11,B05C,B05CA,T,5
11324,Taurolidine,B05C,B,B05,11,B05C,B05C,T,4
11325,Taurolidine,B05,B,B05,11,B05,B05,T,3
11326,Taurolidine,B,B,B,11,B,B,T,1
11327,Lynestrenol,G03AB,G,G03,11,G03A,G03AB,L,5
11328,Lynestrenol,G03A,G,G03,11,G03A,G03A,L,4
11329,Lynestrenol,G03,G,G03,11,G03,G03,L,3
11330,Lynestrenol,G,G,G,11,G,G,L,1
11331,Piribedil,N04BC,N,N04,9,N04B,N04BC,P,5
11332,Piribedil,N04B,N,N04,9,N04B,N04B,P,4
11333,Piribedil,N04,N,N04,9,N04,N04,P,3
11334,Piribedil,N,N,N,9,N,N,P,1
11335,Copanlisib,L01XX,L,L01,10,L01X,L01XX,C,5
11336,Copanlisib,L01X,L,L01,10,L01X,L01X,C,4
11337,Copanlisib,L01,L,L01,10,L01,L01,C,3
11338,Copanlisib,L,L,L,10,L,L,C,1
11339,Promestriene,G03CA,G,G03,12,G03C,G03CA,P,5
11340,Promestriene,G03C,G,G03,12,G03C,G03C,P,4
11341,Promestriene,G03,G,G03,12,G03,G03,P,3
11342,Promestriene,G,G,G,12,G,G,P,1
11343,Piritramide,N02AC,N,N02,11,N02A,N02AC,P,5
11344,Piritramide,N02A,N,N02,11,N02A,N02A,P,4
11345,Piritramide,N02,N,N02,11,N02,N02,P,3
11346,Piritramide,N,N,N,11,N,N,P,1
11347,Mizolastine,R06AX,R,R06,11,R06A,R06AX,M,5
11348,Mizolastine,R06A,R,R06,11,R06A,R06A,M,4
11349,Mizolastine,R06,R,R06,11,R06,R06,M,3
11350,Mizolastine,R,R,R,11,R,R,M,1
11351,Oxetacaine,C05AD,C,C05,10,C05A,C05AD,O,5
11352,Oxetacaine,C05A,C,C05,10,C05A,C05A,O,4
11353,Oxetacaine,C05,C,C05,10,C05,C05,O,3
11354,Oxetacaine,C,C,C,10,C,C,O,1
11355,Indobufen,B01AC,B,B01,9,B01A,B01AC,I,5
11356,Indobufen,B01A,B,B01,9,B01A,B01A,I,4
11357,Indobufen,B01,B,B01,9,B01,B01,I,3
11358,Indobufen,B,B,B,9,B,B,I,1
11359,Mebeverine,A03AA,A,A03,10,A03A,A03AA,M,5
11360,Mebeverine,A03A,A,A03,10,A03A,A03A,M,4
11361,Mebeverine,A03,A,A03,10,A03,A03,M,3
11362,Mebeverine,A,A,A,10,A,A,M,1
11363,Sisomicin,J01GB,J,J01,9,J01G,J01GB,S,5
11364,Sisomicin,J01G,J,J01,9,J01G,J01G,S,4
11365,Sisomicin,J01,J,J01,9,J01,J01,S,3
11366,Sisomicin,J,J,J,9,J,J,S,1
11367,Ozanimod,L04AA,L,L04,8,L04A,L04AA,O,5
11368,Ozanimod,L04A,L,L04,8,L04A,L04A,O,4
11369,Ozanimod,L04,L,L04,8,L04,L04,O,3
11370,Ozanimod,L,L,L,8,L,L,O,1
11371,Octenidine,G01AX,G,G01,10,G01A,G01AX,O,5
11372,Octenidine,G01A,G,G01,10,G01A,G01A,O,4
11373,Octenidine,G01,G,G01,10,G01,G01,O,3
11374,Octenidine,G,G,G,10,G,G,O,1
11375,Evogliptin,A10BH,A,A10,10,A10B,A10BH,E,5
11376,Evogliptin,A10B,A,A10,10,A10B,A10B,E,4
11377,Evogliptin,A10,A,A10,10,A10,A10,E,3
11378,Evogliptin,A,A,A,10,A,A,E,1
11379,Somatorelin,V04CD,V,V04,11,V04C,V04CD,S,5
11380,Somatorelin,V04C,V,V04,11,V04C,V04C,S,4
11381,Somatorelin,V04,V,V04,11,V04,V04,S,3
11382,Somatorelin,V,V,V,11,V,V,S,1
11383,Urapidil,C02CA,C,C02,8,C02C,C02CA,U,5
11384,Urapidil,C02C,C,C02,8,C02C,C02C,U,4
11385,Urapidil,C02,C,C02,8,C02,C02,U,3
11386,Urapidil,C,C,C,8,C,C,U,1
11387,Protionamide,J04AD,J,J04,12,J04A,J04AD,P,5
11388,Protionamide,J04A,J,J04,12,J04A,J04A,P,4
11389,Protionamide,J04,J,J04,12,J04,J04,P,3
11390,Protionamide,J,J,J,12,J,J,P,1
11391,Gusperimus,L04AA,L,L04,10,L04A,L04AA,G,5
11392,Gusperimus,L04A,L,L04,10,L04A,L04A,G,4
11393,Gusperimus,L04,L,L04,10,L04,L04,G,3
11394,Gusperimus,L,L,L,10,L,L,G,1
11395,Sulprostone,G02AD,G,G02,11,G02A,G02AD,S,5
11396,Sulprostone,G02A,G,G02,11,G02A,G02A,S,4
11397,Sulprostone,G02,G,G02,11,G02,G02,S,3
11398,Sulprostone,G,G,G,11,G,G,S,1
11399,Perazine,N05AB,N,N05,8,N05A,N05AB,P,5
11400,Perazine,N05A,N,N05,8,N05A,N05A,P,4
11401,Perazine,N05,N,N05,8,N05,N05,P,3
11402,Perazine,N,N,N,8,N,N,P,1
11403,Cicletanine,C03BX,C,C03,11,C03B,C03BX,C,5
11404,Cicletanine,C03B,C,C03,11,C03B,C03B,C,4
11405,Cicletanine,C03,C,C03,11,C03,C03,C,3
11406,Cicletanine,C,C,C,11,C,C,C,1
11407,Lafutidine,A02BA,A,A02,10,A02B,A02BA,L,5
11408,Lafutidine,A02B,A,A02,10,A02B,A02B,L,4
11409,Lafutidine,A02,A,A02,10,A02,A02,L,3
11410,Lafutidine,A,A,A,10,A,A,L,1
11411,Norethandrolone,A14AA,A,A14,15,A14A,A14AA,N,5
11412,Norethandrolone,A14A,A,A14,15,A14A,A14A,N,4
11413,Norethandrolone,A14,A,A14,15,A14,A14,N,3
11414,Norethandrolone,A,A,A,15,A,A,N,1
11415,Dinoprost,G02AD,G,G02,9,G02A,G02AD,D,5
11416,Dinoprost,G02A,G,G02,9,G02A,G02A,D,4
11417,Dinoprost,G02,G,G02,9,G02,G02,D,3
11418,Dinoprost,G,G,G,9,G,G,D,1
11419,Trifarotene,D10AD,D,D10,11,D10A,D10AD,T,5
11420,Trifarotene,D10A,D,D10,11,D10A,D10A,T,4
11421,Trifarotene,D10,D,D10,11,D10,D10,T,3
11422,Trifarotene,D,D,D,11,D,D,T,1
11423,Amithiozone,J04AM,J,J04,11,J04A,J04AM,A,5
11424,Amithiozone,J04A,J,J04,11,J04A,J04A,A,4
11425,Amithiozone,J04,J,J04,11,J04,J04,A,3
11426,Amithiozone,J,J,J,11,J,J,A,1
11427,Prednimustine,L01AA,L,L01,13,L01A,L01AA,P,5
11428,Prednimustine,L01A,L,L01,13,L01A,L01A,P,4
11429,Prednimustine,L01,L,L01,13,L01,L01,P,3
11430,Prednimustine,L,L,L,13,L,L,P,1
11431,Secnidazole,P01AB,P,P01,11,P01A,P01AB,S,5
11432,Secnidazole,P01A,P,P01,11,P01A,P01A,S,4
11433,Secnidazole,P01,P,P01,11,P01,P01,S,3
11434,Secnidazole,P,P,P,11,P,P,S,1
11435,Reproterol,R03AK,R,R03,10,R03A,R03AK,R,5
11436,Reproterol,R03A,R,R03,10,R03A,R03A,R,4
11437,Reproterol,R03,R,R03,10,R03,R03,R,3
11438,Reproterol,R,R,R,10,R,R,R,1
11439,Melarsoprol,P01CD,P,P01,11,P01C,P01CD,M,5
11440,Melarsoprol,P01C,P,P01,11,P01C,P01C,M,4
11441,Melarsoprol,P01,P,P01,11,P01,P01,M,3
11442,Melarsoprol,P,P,P,11,P,P,M,1
11443,Etelcalcetide,H05BX,H,H05,13,H05B,H05BX,E,5
11444,Etelcalcetide,H05B,H,H05,13,H05B,H05B,E,4
11445,Etelcalcetide,H05,H,H05,13,H05,H05,E,3
11446,Etelcalcetide,H,H,H,13,H,H,E,1
11447,Benperidol,N05AD,N,N05,10,N05A,N05AD,B,5
11448,Benperidol,N05A,N,N05,10,N05A,N05A,B,4
11449,Benperidol,N05,N,N05,10,N05,N05,B,3
11450,Benperidol,N,N,N,10,N,N,B,1
11451,Oxatomide,R06AE,R,R06,9,R06A,R06AE,O,5
11452,Oxatomide,R06A,R,R06,9,R06A,R06A,O,4
11453,Oxatomide,R06,R,R06,9,R06,R06,O,3
11454,Oxatomide,R,R,R,9,R,R,O,1
11455,Trofosfamide,L01AA,L,L01,12,L01A,L01AA,T,5
11456,Trofosfamide,L01A,L,L01,12,L01A,L01A,T,4
11457,Trofosfamide,L01,L,L01,12,L01,L01,T,3
11458,Trofosfamide,L,L,L,12,L,L,T,1
11459,Gallopamil,C08DA,C,C08,10,C08D,C08DA,G,5
11460,Gallopamil,C08D,C,C08,10,C08D,C08D,G,4
11461,Gallopamil,C08,C,C08,10,C08,C08,G,3
11462,Gallopamil,C,C,C,10,C,C,G,1
11463,Ozenoxacin,D06AX,D,D06,10,D06A,D06AX,O,5
11464,Ozenoxacin,D06A,D,D06,10,D06A,D06A,O,4
11465,Ozenoxacin,D06,D,D06,10,D06,D06,O,3
11466,Ozenoxacin,D,D,D,10,D,D,O,1
11467,Cafedrine,C01CA,C,C01,9,C01C,C01CA,C,5
11468,Cafedrine,C01C,C,C01,9,C01C,C01C,C,4
11469,Cafedrine,C01,C,C01,9,C01,C01,C,3
11470,Cafedrine,C,C,C,9,C,C,C,1
11471,Theodrenaline,C01CA,C,C01,13,C01C,C01CA,T,5
11472,Theodrenaline,C01C,C,C01,13,C01C,C01C,T,4
11473,Theodrenaline,C01,C,C01,13,C01,C01,T,3
11474,Theodrenaline,C,C,C,13,C,C,T,1
11475,Opipramol,N06AA,N,N06,9,N06A,N06AA,O,5
11476,Opipramol,N06A,N,N06,9,N06A,N06A,O,4
11477,Opipramol,N06,N,N06,9,N06,N06,O,3
11478,Opipramol,N,N,N,9,N,N,O,1
11479,Lactitol,A06AD,A,A06,8,A06A,A06AD,L,5
11480,Lactitol,A06A,A,A06,8,A06A,A06A,L,4
11481,Lactitol,A06,A,A06,8,A06,A06,L,3
11482,Lactitol,A,A,A,8,A,A,L,1
11483,Phloroglucinol,A03AX,A,A03,14,A03A,A03AX,P,5
11484,Phloroglucinol,A03A,A,A03,14,A03A,A03A,P,4
11485,Phloroglucinol,A03,A,A03,14,A03,A03,P,3
11486,Phloroglucinol,A,A,A,14,A,A,P,1
11487,Dihydralazine,C02LG,C,C02,13,C02L,C02LG,D,5
11488,Dihydralazine,C02L,C,C02,13,C02L,C02L,D,4
11489,Dihydralazine,C02,C,C02,13,C02,C02,D,3
11490,Dihydralazine,C,C,C,13,C,C,D,1
11491,Pivagabine,N06AX,N,N06,10,N06A,N06AX,P,5
11492,Pivagabine,N06A,N,N06,10,N06A,N06A,P,4
11493,Pivagabine,N06,N,N06,10,N06,N06,P,3
11494,Pivagabine,N,N,N,10,N,N,P,1
11495,Terizidone,J04AK,J,J04,10,J04A,J04AK,T,5
11496,Terizidone,J04A,J,J04,10,J04A,J04A,T,4
11497,Terizidone,J04,J,J04,10,J04,J04,T,3
11498,Terizidone,J,J,J,10,J,J,T,1
11499,Prothipendyl,N05AX,N,N05,12,N05A,N05AX,P,5
11500,Prothipendyl,N05A,N,N05,12,N05A,N05A,P,4
11501,Prothipendyl,N05,N,N05,12,N05,N05,P,3
11502,Prothipendyl,N,N,N,12,N,N,P,1
11503,Silver,D08AL,D,D08,6,D08A,D08AL,S,5
11504,Silver,D08A,D,D08,6,D08A,D08A,S,4
11505,Silver,D08,D,D08,6,D08,D08,S,3
11506,Silver,D,D,D,6,D,D,S,1
11507,Mitoguazone,L01XX,L,L01,11,L01X,L01XX,M,5
11508,Mitoguazone,L01X,L,L01,11,L01X,L01X,M,4
11509,Mitoguazone,L01,L,L01,11,L01,L01,M,3
11510,Mitoguazone,L,L,L,11,L,L,M,1
11511,Pyronaridine,P01BF,P,P01,12,P01B,P01BF,P,5
11512,Pyronaridine,P01B,P,P01,12,P01B,P01B,P,4
11513,Pyronaridine,P01,P,P01,12,P01,P01,P,3
11514,Pyronaridine,P,P,P,12,P,P,P,1
11515,Cortivazol,H02AB,H,H02,10,H02A,H02AB,C,5
11516,Cortivazol,H02A,H,H02,10,H02A,H02A,C,4
11517,Cortivazol,H02,H,H02,10,H02,H02,C,3
11518,Cortivazol,H,H,H,10,H,H,C,1
11519,Tiapride,N05AL,N,N05,8,N05A,N05AL,T,5
11520,Tiapride,N05A,N,N05,8,N05A,N05A,T,4
11521,Tiapride,N05,N,N05,8,N05,N05,T,3
11522,Tiapride,N,N,N,8,N,N,T,1
11523,Ornidazole,G01AF,G,G01,10,G01A,G01AF,O,5
11524,Ornidazole,G01A,G,G01,10,G01A,G01A,O,4
11525,Ornidazole,G01,G,G01,10,G01,G01,O,3
11526,Ornidazole,G,G,G,10,G,G,O,1
11527,Biapenem,J01DH,J,J01,8,J01D,J01DH,B,5
11528,Biapenem,J01D,J,J01,8,J01D,J01D,B,4
11529,Biapenem,J01,J,J01,8,J01,J01,B,3
11530,Biapenem,J,J,J,8,J,J,B,1
11531,Fenoverine,A03AX,A,A03,10,A03A,A03AX,F,5
11532,Fenoverine,A03A,A,A03,10,A03A,A03A,F,4
11533,Fenoverine,A03,A,A03,10,A03,A03,F,3
11534,Fenoverine,A,A,A,10,A,A,F,1
11535,Tirilazad,N07XX,N,N07,9,N07X,N07XX,T,5
11536,Tirilazad,N07X,N,N07,9,N07X,N07X,T,4
11537,Tirilazad,N07,N,N07,9,N07,N07,T,3
11538,Tirilazad,N,N,N,9,N,N,T,1
11539,Tramazoline,R01AA,R,R01,11,R01A,R01AA,T,5
11540,Tramazoline,R01A,R,R01,11,R01A,R01A,T,4
11541,Tramazoline,R01,R,R01,11,R01,R01,T,3
11542,Tramazoline,R,R,R,11,R,R,T,1
11543,Nimustine,L01AD,L,L01,9,L01A,L01AD,N,5
11544,Nimustine,L01A,L,L01,9,L01A,L01A,N,4
11545,Nimustine,L01,L,L01,9,L01,L01,N,3
11546,Nimustine,L,L,L,9,L,L,N,1
11547,Creatinolfosfate,C01EB,C,C01,16,C01E,C01EB,C,5
11548,Creatinolfosfate,C01E,C,C01,16,C01E,C01E,C,4
11549,Creatinolfosfate,C01,C,C01,16,C01,C01,C,3
11550,Creatinolfosfate,C,C,C,16,C,C,C,1
11551,Macimorelin,V04CD,V,V04,11,V04C,V04CD,M,5
11552,Macimorelin,V04C,V,V04,11,V04C,V04C,M,4
11553,Macimorelin,V04,V,V04,11,V04,V04,M,3
11554,Macimorelin,V,V,V,11,V,V,M,1
11555,Yttrium Y-90,V10AA,V,V10,12,V10A,V10AA,Y,5
11556,Yttrium Y-90,V10A,V,V10,12,V10A,V10A,Y,4
11557,Yttrium Y-90,V10,V,V10,12,V10,V10,Y,3
11558,Yttrium Y-90,V,V,V,12,V,V,Y,1
11559,Pyritinol,N06BX,N,N06,9,N06B,N06BX,P,5
11560,Pyritinol,N06B,N,N06,9,N06B,N06B,P,4
11561,Pyritinol,N06,N,N06,9,N06,N06,P,3
11562,Pyritinol,N,N,N,9,N,N,P,1
11563,Enoxolone,D03AX,D,D03,9,D03A,D03AX,E,5
11564,Enoxolone,D03A,D,D03,9,D03A,D03A,E,4
11565,Enoxolone,D03,D,D03,9,D03,D03,E,3
11566,Enoxolone,D,D,D,9,D,D,E,1
11567,Tiropramide,A03AC,A,A03,11,A03A,A03AC,T,5
11568,Tiropramide,A03A,A,A03,11,A03A,A03A,T,4
11569,Tiropramide,A03,A,A03,11,A03,A03,T,3
11570,Tiropramide,A,A,A,11,A,A,T,1
11571,Meclocycline,D10AF,D,D10,12,D10A,D10AF,M,5
11572,Meclocycline,D10A,D,D10,12,D10A,D10A,M,4
11573,Meclocycline,D10,D,D10,12,D10,D10,M,3
11574,Meclocycline,D,D,D,12,D,D,M,1
11575,Valnoctamide,N05CM,N,N05,12,N05C,N05CM,V,5
11576,Valnoctamide,N05C,N,N05,12,N05C,N05C,V,4
11577,Valnoctamide,N05,N,N05,12,N05,N05,V,3
11578,Valnoctamide,N,N,N,12,N,N,V,1
11579,Troxerutin,C05CA,C,C05,10,C05C,C05CA,T,5
11580,Troxerutin,C05C,C,C05,10,C05C,C05C,T,4
11581,Troxerutin,C05,C,C05,10,C05,C05,T,3
11582,Troxerutin,C,C,C,10,C,C,T,1
11583,Lusutrombopag,B02BX,B,B02,13,B02B,B02BX,L,5
11584,Lusutrombopag,B02B,B,B02,13,B02B,B02B,L,4
11585,Lusutrombopag,B02,B,B02,13,B02,B02,L,3
11586,Lusutrombopag,B,B,B,13,B,B,L,1
11587,Trimegestone,G03FA,G,G03,12,G03F,G03FA,T,5
11588,Trimegestone,G03F,G,G03,12,G03F,G03F,T,4
11589,Trimegestone,G03,G,G03,12,G03,G03,T,3
11590,Trimegestone,G,G,G,12,G,G,T,1
11591,Artemisinin,P01BE,P,P01,11,P01B,P01BE,A,5
11592,Artemisinin,P01B,P,P01,11,P01B,P01B,A,4
11593,Artemisinin,P01,P,P01,11,P01,P01,A,3
11594,Artemisinin,P,P,P,11,P,P,A,1
11595,Fluindione,B01AA,B,B01,10,B01A,B01AA,F,5
11596,Fluindione,B01A,B,B01,10,B01A,B01A,F,4
11597,Fluindione,B01,B,B01,10,B01,B01,F,3
11598,Fluindione,B,B,B,10,B,B,F,1
11599,Calcium glubionate anhydrous,A12AA,A,A12,28,A12A,A12AA,C,5
11600,Calcium glubionate anhydrous,A12A,A,A12,28,A12A,A12A,C,4
11601,Calcium glubionate anhydrous,A12,A,A12,28,A12,A12,C,3
11602,Calcium glubionate anhydrous,A,A,A,28,A,A,C,1
11603,Methallenestril,G03CC,G,G03,15,G03C,G03CC,M,5
11604,Methallenestril,G03C,G,G03,15,G03C,G03C,M,4
11605,Methallenestril,G03,G,G03,15,G03,G03,M,3
11606,Methallenestril,G,G,G,15,G,G,M,1
11607,Fluciclovine (18F),V09IX,V,V09,18,V09I,V09IX,F,5
11608,Fluciclovine (18F),V09I,V,V09,18,V09I,V09I,F,4
11609,Fluciclovine (18F),V09,V,V09,18,V09,V09,F,3
11610,Fluciclovine (18F),V,V,V,18,V,V,F,1
11611,Inosine pranobex,J05AX,J,J05,16,J05A,J05AX,I,5
11612,Inosine pranobex,J05A,J,J05,16,J05A,J05A,I,4
11613,Inosine pranobex,J05,J,J05,16,J05,J05,I,3
11614,Inosine pranobex,J,J,J,16,J,J,I,1
11615,Sodium lauryl sulfoacetate,A06AG,A,A06,26,A06A,A06AG,S,5
11616,Sodium lauryl sulfoacetate,A06A,A,A06,26,A06A,A06A,S,4
11617,Sodium lauryl sulfoacetate,A06,A,A06,26,A06,A06,S,3
11618,Sodium lauryl sulfoacetate,A,A,A,26,A,A,S,1
11619,Clobetasone,D07AB,D,D07,11,D07A,D07AB,C,5
11620,Clobetasone,D07A,D,D07,11,D07A,D07A,C,4
11621,Clobetasone,D07,D,D07,11,D07,D07,C,3
11622,Clobetasone,D,D,D,11,D,D,C,1
11623,Nusinersen,M09AX,M,M09,10,M09A,M09AX,N,5
11624,Nusinersen,M09A,M,M09,10,M09A,M09A,N,4
11625,Nusinersen,M09,M,M09,10,M09,M09,N,3
11626,Nusinersen,M,M,M,10,M,M,N,1
11627,Olmutinib,L01XE,L,L01,9,L01X,L01XE,O,5
11628,Olmutinib,L01X,L,L01,9,L01X,L01X,O,4
11629,Olmutinib,L01,L,L01,9,L01,L01,O,3
11630,Olmutinib,L,L,L,9,L,L,O,1
11631,Zofenopril,C09BA,C,C09,10,C09B,C09BA,Z,5
11632,Zofenopril,C09B,C,C09,10,C09B,C09B,Z,4
11633,Zofenopril,C09,C,C09,10,C09,C09,Z,3
11634,Zofenopril,C,C,C,10,C,C,Z,1
11635,Alclofenac,M01AB,M,M01,10,M01A,M01AB,A,5
11636,Alclofenac,M01A,M,M01,10,M01A,M01A,A,4
11637,Alclofenac,M01,M,M01,10,M01,M01,A,3
11638,Alclofenac,M,M,M,10,M,M,A,1
11639,Nandrolone,S01XA,S,S01,10,S01X,S01XA,N,5
